title|location|use|category
AV324|Please place in AV15, AV16 section in the kids' room|This item is used for measuring water quality|Tool used by guests
AV325|Please place in AV25 box in the kitchen|This item is used for creating mathematical objects|Tool used by Mumma
AV326|Please place in AV31, AV33 shelf in the study|This item is used for storing documents|Tool used by guests
AV327|Please place in AV38 rack in the store room|This item is used for monitoring air quality|Shared tool
AV328|Please place in AV70, AV57 box in the master room|This item is used for measuring water quality|Shared tool
AV329|Please place in AV50 locker in the office|This item is used for cleaning surfaces|Tool used by Dada
AV330|Please place in AV17, AV23 box in the bedroom|This item is used for cleaning surfaces|Tool used by Athira
AV331|Please place in AV45 drawer in the garage|This item is used for cooking vegetables|Tool used by whole family
AV332|Please place in AV38 rack in the store room|This item is used for testing batteries|Tool used by guests
AV333|Please place in AV31, AV33 shelf in the study|This item is used for cooking vegetables|Tool used by kids
AV334|Please place in AV50 locker in the office|This item is used for organizing tools|Tool used by kids
AV335|Please place in AV20, AV22 box near entrance|This item is used for repairing pipe|Shared tool
AV336|Please place in AV25 box in the kitchen|This item is used for measuring water quality|Tool used by guests
AV337|Please place in AV25 box in the kitchen|This item is used for measuring water quality|Tool used by whole family
AV338|Please place in AV70, AV57 box in the master room|This item is used for cooking vegetables|Tool used by Vipin
AV339|Please place in AV25 box in the kitchen|This item is used for organizing tools|Tool used by Athira
AV340|Please place in AV70, AV57 box in the master room|This item is used for cooking vegetables|Tool used by Mumma and Dada
AV341|Please place in AV31, AV33 shelf in the study|This item is used for cleaning surfaces|Tool used by Vipin
AV342|Please place in AV12, AV19 box in the living room|This item is used for charging electronic devices|Tool used by Mumma
AV343|Please place in AV31, AV33 shelf in the study|This item is used for creating mathematical objects|Tool used by Athira
AV344|Please place in AV20, AV22 box near entrance|This item is used for cooking vegetables|Tool used by whole family
AV345|Please place in AV17, AV23 box in the bedroom|This item is used for cooking vegetables|Tool used by guests
AV346|Please place in AV25 box in the kitchen|This item is used for storing documents|Tool used by Vipin
AV347|Please place in AV25 box in the kitchen|This item is used for monitoring air quality|Tool used by Athira
AV348|Please place in AV20, AV22 box near entrance|This item is used for cleaning surfaces|Tool used by Mumma and Dada
AV349|Please place in AV12, AV19 box in the living room|This item is used for storing documents|Tool used by Vipin
AV350|Please place in AV17, AV23 box in the bedroom|This item is used for organizing tools|Tool used by Dada
AV351|Please place in AV38 rack in the store room|This item is used for repairing pipe|Tool used by kids
AV352|Please place in AV70, AV57 box in the master room|This item is used for cooking vegetables|Tool used by Mumma
AV353|Please place in AV20, AV22 box near entrance|This item is used for repairing pipe|Tool used by Mumma
AV354|Please place in AV45 drawer in the garage|This item is used for charging electronic devices|Shared tool
AV355|Please place in AV70, AV57 box in the master room|This item is used for measuring water quality|Tool used by Mumma
AV356|Please place in AV25 box in the kitchen|This item is used for measuring water quality|Tool used by Mumma and Dada
AV357|Please place in AV38 rack in the store room|This item is used for measuring water quality|Tool used by Vipin
AV358|Please place in AV15, AV16 section in the kids' room|This item is used for cleaning surfaces|Tool used by Vipin
AV359|Please place in AV12, AV19 box in the living room|This item is used for organizing tools|Shared tool
AV360|Please place in AV25 box in the kitchen|This item is used for charging electronic devices|Shared tool
AV361|Please place in AV45 drawer in the garage|This item is used for organizing tools|Shared tool
AV362|Please place in AV12, AV19 box in the living room|This item is used for testing batteries|Shared tool
AV363|Please place in AV12, AV19 box in the living room|This item is used for testing batteries|Tool used by Vipin
AV364|Please place in AV50 locker in the office|This item is used for charging electronic devices|Tool used in emergencies
AV365|Please place in AV20, AV22 box near entrance|This item is used for creating mathematical objects|Shared tool
AV366|Please place in AV50 locker in the office|This item is used for organizing tools|Tool used by Athira
AV367|Please place in AV31, AV33 shelf in the study|This item is used for cleaning surfaces|Tool used in emergencies
AV368|Please place in AV12, AV19 box in the living room|This item is used for storing documents|Shared tool
AV369|Please place in AV20, AV22 box near entrance|This item is used for organizing tools|Tool used in emergencies
AV370|Please place in AV15, AV16 section in the kids' room|This item is used for cooking vegetables|Tool used in emergencies
AV371|Please place in AV31, AV33 shelf in the study|This item is used for cleaning surfaces|Tool used by Athira
AV372|Please place in AV12, AV19 box in the living room|This item is used for organizing tools|Tool used by Athira
AV373|Please place in AV70, AV57 box in the master room|This item is used for repairing pipe|Tool used by Athira
AV374|Please place in AV12, AV19 box in the living room|This item is used for storing documents|Tool used by Mumma
AV375|Please place in AV15, AV16 section in the kids' room|This item is used for cooking vegetables|Tool used by Athira
AV376|Please place in AV31, AV33 shelf in the study|This item is used for monitoring air quality|Tool used in emergencies
AV377|Please place in AV20, AV22 box near entrance|This item is used for measuring water quality|Tool used by whole family
AV378|Please place in AV38 rack in the store room|This item is used for testing batteries|Tool used by Athira
AV379|Please place in AV17, AV23 box in the bedroom|This item is used for repairing pipe|Tool used by Mumma
AV380|Please place in AV12, AV19 box in the living room|This item is used for testing batteries|Tool used by Dada
AV381|Please place in AV15, AV16 section in the kids' room|This item is used for charging electronic devices|Shared tool
AV382|Please place in AV17, AV23 box in the bedroom|This item is used for storing documents|Tool used by guests
AV383|Please place in AV38 rack in the store room|This item is used for repairing pipe|Tool used by Vipin
AV384|Please place in AV45 drawer in the garage|This item is used for cleaning surfaces|Tool used in emergencies
AV385|Please place in AV25 box in the kitchen|This item is used for cooking vegetables|Tool used by Mumma
AV386|Please place in AV38 rack in the store room|This item is used for organizing tools|Tool used by kids
AV387|Please place in AV20, AV22 box near entrance|This item is used for cleaning surfaces|Tool used by Athira
AV388|Please place in AV25 box in the kitchen|This item is used for measuring water quality|Tool used by Mumma and Dada
AV389|Please place in AV70, AV57 box in the master room|This item is used for repairing pipe|Tool used by Vipin
AV390|Please place in AV45 drawer in the garage|This item is used for storing documents|Tool used by Athira
AV391|Please place in AV12, AV19 box in the living room|This item is used for organizing tools|Tool used by whole family
AV392|Please place in AV15, AV16 section in the kids' room|This item is used for charging electronic devices|Tool used by Mumma
